Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,0-3%,3-10%,10-16%,16-3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves,Cluster
Lance Stephenson,SG,27,IND,82,7,22.6,3.7,8.6,0.427,0.8,2.8,0.289,2.9,5.8,0.495,0.475,1.0,1.5,0.661,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2,12.4,0.495,0.327,0.179,3.8,22.0,12.9,18.6,1.2,0.8,14.6,21.6,-0.2,2.0,1.8,0.046,-1.5,-0.3,-1.8,0.1,0.0,14.7,0.673,0.292,0.086,0.072,0.223,0.623,0.311,0.49,0.399,0.237,0.716,0.025,14,0.194,0.356,9,0,0
LeBron James,PF,33,CLE,82,82,36.9,10.5,19.3,0.542,1.8,5.0,0.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,27.5,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2.0,16.1,31.6,11.0,3.0,14.0,0.221,7.3,1.4,8.7,8.2,0.0,10.9,0.743,0.423,0.114,0.089,0.118,0.766,0.378,0.421,0.371,0.301,0.356,0.08,120,0.084,0.382,1,0,1
Andrew Wiggins,SF,22,MIN,82,82,36.3,6.9,15.9,0.438,1.4,4.1,0.331,5.6,11.7,0.475,0.481,2.5,3.8,0.643,1.0,3.4,4.4,2.0,1.1,0.6,1.7,2.0,17.7,13.0,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-0.8,-1.7,-2.4,-0.3,7574323.0,13.1,0.74,0.229,0.179,0.137,0.195,0.695,0.459,0.348,0.32,0.47,0.848,0.047,58,0.18,0.426,0,0,3
Khris Middleton,SF,26,MIL,82,82,36.4,7.2,15.5,0.466,1.8,5.0,0.359,5.5,10.5,0.517,0.524,3.9,4.4,0.884,0.5,4.7,5.2,4.0,1.5,0.3,2.3,3.3,20.1,17.4,0.577,0.32,0.285,1.8,15.0,8.4,17.7,2.0,0.6,11.8,24.6,4.6,2.3,6.9,0.111,0.8,-0.8,0.0,1.5,1300000.0,15.1,0.68,0.14,0.133,0.218,0.189,0.629,0.444,0.545,0.452,0.427,0.842,0.023,27,0.199,0.432,1,0,3
Pat Connaughton,SG,25,POR,82,5,18.1,2.0,4.8,0.423,0.9,2.6,0.352,1.1,2.2,0.506,0.518,0.5,0.5,0.841,0.4,1.5,2.0,1.1,0.3,0.3,0.5,1.5,5.4,9.3,0.539,0.538,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1,1471382.0,16.1,0.462,0.231,0.115,0.051,0.064,0.667,0.311,0.5,0.28,0.692,0.932,0.056,20,0.195,0.244,1,0,4
Darius Miller,SF,27,NOP,82,3,23.7,2.6,5.9,0.444,1.8,4.4,0.411,0.8,1.6,0.535,0.594,0.7,0.8,0.866,0.2,1.8,2.0,1.4,0.3,0.2,0.7,2.0,7.8,9.3,0.617,0.735,0.138,1.0,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3.0,0.075,-1.1,-0.8,-1.9,0.1,2100000.0,21.9,0.265,0.021,0.039,0.072,0.133,0.6,0.421,0.571,0.538,0.594,0.959,0.002,1,0.196,0.557,1,0,4
Patty Mills,PG,29,SAS,82,36,25.7,3.4,8.3,0.411,1.9,5.0,0.372,1.5,3.3,0.47,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10.0,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16.0,1.3,0.4,12.6,17.8,2.0,2.1,4.1,0.093,-0.6,-0.4,-1.0,0.5,10714286.0,19.9,0.393,0.111,0.043,0.023,0.216,0.579,0.379,0.438,0.435,0.476,0.76,0.0,0,0.147,0.459,2,0,6
Ish Smith,PG,29,DET,82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.347,4.3,8.5,0.506,0.507,1.0,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,0.102,-0.3,0.3,0.0,1.0,6000000.0,10.9,0.874,0.257,0.222,0.191,0.203,0.67,0.382,0.516,0.423,0.203,0.629,0.002,2,0.277,0.286,3,1,0
E'Twaun Moore,SG,28,NOP,82,80,31.5,5.2,10.1,0.508,1.6,3.7,0.425,3.6,6.5,0.556,0.585,0.6,0.8,0.706,0.7,2.2,2.9,2.3,1.0,0.1,1.2,2.2,12.5,12.1,0.593,0.362,0.082,2.5,7.3,5.0,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,-1.0,-0.5,-1.6,0.3,8445024.0,13.1,0.638,0.225,0.234,0.093,0.087,0.642,0.574,0.429,0.417,0.641,0.984,0.013,11,0.405,0.5,0,0,6
Bismack Biyombo,C,25,ORL,82,25,18.2,2.2,4.3,0.52,0.0,0.0,0.0,2.2,4.3,0.521,0.52,1.2,1.9,0.65,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-2.6,0.2,-2.4,-0.2,17000000.0,4.2,0.997,0.534,0.31,0.122,0.031,0.713,0.303,0.302,0.273,0.803,0.0,0.247,81,0.0,0.0,0,0,2
Dragan Bender,PF,20,PHO,82,37,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2.0,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,4468800.0,17.8,0.335,0.18,0.099,0.025,0.031,0.575,0.313,0.167,0.133,0.507,0.992,0.021,9,0.255,0.378,0,0,4
Cory Joseph,PG,26,IND,82,17,27.0,3.1,7.4,0.424,0.8,2.3,0.353,2.3,5.0,0.457,0.479,0.9,1.1,0.745,0.5,2.7,3.2,3.2,1.0,0.2,1.1,1.7,7.9,11.0,0.503,0.315,0.156,2.0,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2.0,3.1,0.068,-1.8,0.3,-1.5,0.3,7945000.0,15.4,0.685,0.171,0.106,0.152,0.255,0.602,0.422,0.435,0.39,0.27,0.91,0.0,0,0.242,0.37,2,0,4
Joe Ingles,SF,30,UTA,82,81,31.4,4.1,8.8,0.467,2.5,5.7,0.44,1.6,3.1,0.516,0.609,0.8,1.0,0.795,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2,11.5,14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4.0,3.6,7.6,0.141,1.0,1.3,2.3,2.8,14136364.0,18.0,0.354,0.164,0.103,0.04,0.046,0.678,0.392,0.379,0.333,0.359,0.848,0.008,6,0.295,0.526,1,0,6
Bradley Beal,SG,24,WAS,82,82,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,25434263.0,15.2,0.643,0.206,0.104,0.146,0.187,0.682,0.394,0.463,0.414,0.355,0.784,0.034,42,0.098,0.404,3,0,3
P.J. Tucker,PF,32,HOU,82,34,27.8,2.1,5.4,0.39,1.4,3.8,0.371,0.7,1.6,0.435,0.52,0.5,0.7,0.717,1.1,4.4,5.6,0.9,1.0,0.3,0.9,2.5,6.1,8.3,0.537,0.703,0.136,4.6,17.8,11.3,4.6,1.7,1.0,13.7,10.5,1.0,3.0,3.9,0.082,-1.9,0.8,-1.1,0.5,7590035.0,18.4,0.297,0.15,0.077,0.011,0.059,0.561,0.324,0.2,0.308,0.579,0.983,0.005,2,0.655,0.399,0,0,4
Taj Gibson,PF,32,MIN,82,82,33.2,5.2,9.0,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,1.7,2.3,0.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1.0,14000000.0,6.5,0.953,0.482,0.236,0.117,0.118,0.752,0.466,0.442,0.368,0.711,1.0,0.125,89,0.771,0.222,1,0,5
Karl-Anthony Towns,C,22,MIN,82,82,35.6,7.8,14.3,0.545,1.5,3.5,0.421,6.3,10.8,0.585,0.596,4.2,4.9,0.858,2.9,9.4,12.3,2.4,0.8,1.4,1.9,3.5,21.3,24.9,0.646,0.243,0.343,9.3,30.9,20.0,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14.0,0.23,4.9,0.2,5.1,5.2,6216840.0,10.3,0.757,0.341,0.246,0.089,0.08,0.723,0.476,0.442,0.5,0.642,0.975,0.096,96,0.161,0.565,1,0,1
Yogi Ferrell,SG,24,DAL,82,21,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,1.0,1.3,0.796,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,10.2,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-1.3,0.0,-1.4,0.4,1312611.0,17.4,0.508,0.151,0.084,0.097,0.178,0.582,0.295,0.493,0.462,0.401,0.746,0.0,0,0.162,0.5,1,0,6
Raymond Felton,PG,33,OKC,82,2,16.6,2.7,6.7,0.406,1.0,2.8,0.352,1.7,3.9,0.444,0.479,0.4,0.5,0.818,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,13.0,0.494,0.417,0.08,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5,1471382.0,16.9,0.583,0.168,0.111,0.092,0.212,0.538,0.443,0.373,0.402,0.077,0.728,0.0,0,0.17,0.462,10,0,4
Jakob Poeltl,C,22,TOR,82,0,18.6,3.1,4.7,0.659,0.0,0.0,0.5,3.1,4.7,0.66,0.66,0.7,1.2,0.594,2.0,2.8,4.8,0.7,0.5,1.2,1.0,2.6,6.9,17.5,0.662,0.005,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.175,-0.7,1.1,0.4,0.9,2947320.0,2.4,0.995,0.734,0.211,0.047,0.003,0.734,0.444,0.5,0.0,0.73,1.0,0.102,37,1.0,0.5,0,0,2
Taurean Prince,SF,23,ATL,82,82,30.0,5.1,11.9,0.426,2.1,5.6,0.385,2.9,6.3,0.461,0.516,1.9,2.2,0.844,0.6,4.1,4.7,2.6,1.0,0.5,2.3,2.0,14.1,12.8,0.549,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,0.0,2.0,2.0,0.038,-0.5,-0.6,-1.1,0.6,2526840.0,14.9,0.531,0.234,0.139,0.095,0.063,0.61,0.39,0.355,0.23,0.381,0.898,0.024,21,0.223,0.48,0,0,6
Patrick Patterson,PF,28,OKC,82,3,15.5,1.3,3.2,0.398,0.8,2.1,0.386,0.5,1.2,0.421,0.523,0.5,0.6,0.87,0.4,2.0,2.4,0.7,0.6,0.3,0.4,1.1,3.9,10.0,0.555,0.643,0.173,2.7,14.6,8.4,6.1,1.9,1.6,10.3,10.8,1.2,1.4,2.6,0.098,-1.2,1.0,-0.2,0.6,5192000.0,17.5,0.357,0.128,0.135,0.06,0.03,0.588,0.361,0.25,0.375,0.6,1.0,0.0,0,0.433,0.392,0,0,4
Julius Randle,C,23,LAL,82,49,26.7,6.1,11.0,0.558,0.1,0.5,0.222,6.0,10.5,0.575,0.563,3.7,5.2,0.718,2.2,5.8,8.0,2.6,0.5,0.5,2.6,3.3,16.1,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,0.145,0.6,0.0,0.6,1.4,4149242.0,4.9,0.95,0.545,0.315,0.041,0.048,0.728,0.389,0.351,0.256,0.534,1.0,0.116,99,0.111,0.4,2,0,5
Marcin Gortat,C,33,WAS,82,82,25.3,3.5,6.8,0.518,0.0,0.0,0.0,3.5,6.8,0.518,0.518,1.3,2.0,0.675,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,14.7,0.546,0.0,0.291,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8,12782609.0,5.5,1.0,0.411,0.352,0.216,0.021,0.652,0.437,0.421,0.25,0.755,0.0,0.066,28,0.0,0.0,0,0,2
Dillon Brooks,SF,22,MEM,82,74,28.7,4.1,9.4,0.44,1.1,3.2,0.356,3.0,6.2,0.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4.0,-1.2,815615.0,13.7,0.658,0.275,0.142,0.118,0.123,0.651,0.445,0.341,0.295,0.533,0.904,0.021,14,0.182,0.333,7,0,0
Tyus Jones,PG,21,MIN,82,11,17.9,1.8,4.0,0.457,0.5,1.6,0.349,1.3,2.4,0.528,0.526,0.9,1.0,0.877,0.2,1.4,1.6,2.8,1.2,0.1,0.7,1.3,5.1,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,2.3,1.2,3.6,0.117,-0.8,1.7,0.8,1.1,1471382.0,14.0,0.607,0.229,0.186,0.113,0.079,0.68,0.377,0.514,0.462,0.381,0.933,0.009,2,0.333,0.372,2,0,4
Dejounte Murray,PG,21,SAS,81,48,21.5,3.3,7.5,0.443,0.1,0.4,0.265,3.2,7.1,0.454,0.451,1.3,1.8,0.709,1.4,4.3,5.7,2.9,1.2,0.4,1.7,1.9,8.1,15.1,0.485,0.056,0.243,7.0,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-1.6,2.2,0.5,1.1,1312611.0,7.4,0.944,0.412,0.223,0.21,0.099,0.586,0.36,0.344,0.367,0.33,1.0,0.028,15,0.618,0.286,0,0,0
Jerami Grant,PF,23,OKC,81,1,20.3,3.0,5.6,0.535,0.4,1.4,0.291,2.6,4.3,0.613,0.57,2.0,3.0,0.675,1.1,2.9,3.9,0.7,0.4,1.0,0.7,1.9,8.4,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,3.5,1.9,5.4,0.156,0.0,0.3,0.3,1.0,1524305.0,7.8,0.759,0.586,0.121,0.022,0.031,0.685,0.327,0.5,0.429,0.731,0.938,0.184,70,0.5,0.273,2,0,0
Josh Richardson,SF,24,MIA,81,81,33.2,4.9,10.9,0.451,1.6,4.1,0.378,3.4,6.8,0.495,0.523,1.5,1.8,0.845,0.9,2.7,3.5,2.9,1.5,0.9,1.7,2.5,12.9,13.6,0.551,0.38,0.16,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,9367200.0,14.9,0.62,0.198,0.141,0.119,0.163,0.611,0.464,0.457,0.41,0.397,0.953,0.025,20,0.25,0.345,1,0,6
Kelly Oubre Jr.,SF,22,WAS,81,11,27.5,3.9,9.8,0.403,1.6,4.6,0.341,2.4,5.2,0.456,0.482,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1.0,0.4,1.1,2.9,11.8,11.9,0.534,0.467,0.295,3.0,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,0.08,-1.6,-0.1,-1.7,0.2,3208630.0,14.9,0.533,0.242,0.148,0.063,0.08,0.644,0.333,0.26,0.27,0.531,0.921,0.067,46,0.271,0.29,1,0,6
Jrue Holiday,SG,27,NOP,81,81,36.1,7.6,15.4,0.494,1.5,4.4,0.337,6.1,11.0,0.557,0.543,2.3,2.9,0.786,0.8,3.7,4.5,6.0,1.5,0.8,2.6,2.5,19.0,17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2.0,1.7,13.6,23.1,4.2,2.9,7.1,0.116,1.3,0.3,1.6,2.7,25686667.0,11.6,0.714,0.298,0.219,0.11,0.085,0.671,0.487,0.438,0.5,0.345,0.708,0.03,31,0.163,0.293,2,0,3
Pascal Siakam,PF,23,TOR,81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,2.8,4.5,0.612,0.537,0.7,1.1,0.621,1.0,3.5,4.5,2.0,0.8,0.5,0.8,2.0,7.3,14.5,0.549,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,2.1,2.5,4.7,0.133,-0.3,1.6,1.3,1.4,1544951.0,8.8,0.735,0.456,0.227,0.046,0.006,0.718,0.442,0.435,0.333,0.688,1.0,0.092,43,0.53,0.257,2,0,0
Jamal Murray,PG,20,DEN,81,80,31.7,5.9,13.1,0.451,2.0,5.4,0.378,3.9,7.7,0.502,0.529,2.8,3.1,0.905,1.0,2.7,3.7,3.4,1.0,0.3,2.1,2.1,16.7,16.1,0.576,0.411,0.238,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,0.103,1.2,-1.5,-0.3,1.1,3355320.0,15.1,0.589,0.194,0.158,0.116,0.121,0.621,0.452,0.48,0.395,0.398,0.77,0.03,27,0.126,0.455,5,0,3
CJ McCollum,SG,26,POR,81,81,36.1,8.2,18.6,0.443,2.3,5.9,0.397,5.9,12.7,0.465,0.506,2.6,3.1,0.836,0.7,3.3,4.0,3.4,1.0,0.4,1.9,2.1,21.4,17.0,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,3.7,2.9,6.6,0.108,1.8,-0.5,1.2,2.4,23962573.0,14.4,0.684,0.183,0.153,0.169,0.179,0.547,0.4,0.469,0.431,0.218,0.624,0.007,11,0.124,0.356,0,0,3
Aron Baynes,C,31,BOS,81,67,18.3,2.6,5.5,0.471,0.0,0.3,0.143,2.6,5.2,0.487,0.474,0.7,1.0,0.756,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,12.0,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.097,-3.6,0.7,-2.9,-0.3,0.0,7.9,0.953,0.399,0.195,0.188,0.17,0.562,0.379,0.464,0.461,0.744,1.0,0.126,40,0.571,0.083,0,0,2
Ben Simmons,PG,21,PHI,81,81,33.7,6.7,12.3,0.545,0.0,0.1,0.0,6.7,12.2,0.551,0.545,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8,20.0,0.557,0.011,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,0.162,2.0,2.5,4.5,4.5,6434520.0,5.5,0.989,0.462,0.325,0.174,0.028,0.744,0.417,0.316,0.393,0.344,0.0,0.161,148,0.0,0.0,8,0,5
Dwight Howard,C,32,CHO,81,81,30.4,6.2,11.2,0.555,0.0,0.1,0.143,6.2,11.2,0.559,0.556,4.1,7.2,0.574,3.1,9.3,12.5,1.3,0.6,1.6,2.6,3.1,16.6,20.5,0.577,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-0.3,0.1,-0.1,1.2,23819725.0,4.7,0.992,0.568,0.28,0.053,0.092,0.7,0.392,0.313,0.333,0.57,1.0,0.21,174,0.0,0.0,2,0,5
Will Barton,SG,27,DEN,81,40,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,16.2,0.562,0.411,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,3533333.0,13.3,0.589,0.284,0.201,0.057,0.047,0.661,0.377,0.407,0.292,0.392,0.731,0.04,38,0.09,0.421,3,0,3
Thaddeus Young,PF,29,IND,81,81,32.2,5.2,10.7,0.487,0.7,2.2,0.32,4.5,8.4,0.531,0.521,0.7,1.1,0.598,2.3,4.0,6.3,1.9,1.7,0.4,1.3,2.2,11.8,14.8,0.528,0.209,0.106,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4,13964045.0,9.2,0.791,0.387,0.256,0.073,0.076,0.626,0.466,0.349,0.439,0.565,0.948,0.052,40,0.331,0.317,2,0,0
Russell Westbrook,PG,29,OKC,80,80,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17.0,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,4.8,1.5,6.3,6.1,28530608.0,11.3,0.807,0.375,0.072,0.151,0.209,0.611,0.306,0.382,0.394,0.17,0.433,0.043,57,0.055,0.333,1,0,1
Robert Covington,SF,27,PHI,80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0,12.6,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,10464092.0,18.9,0.342,0.178,0.069,0.031,0.063,0.664,0.379,0.192,0.302,0.81,0.97,0.037,27,0.113,0.387,4,0,6
